Spørsmål ID,Original ID,Spørsmål,Rekkefølge,Kategori ID,Kategori,Kategori Slug,Beskrivelse
82055968-0699-4125-8466-051074f7a039,416,Vi må bygge flere vindturbiner på land,58,65,"Klima, natur og miljø",climate,"Noen partier mener vi må bygge flere vindturbiner (på folkemunne kalt vindmøller) på land for å imøtegå kraftetterspørselen i Norge. Noen mener at vindparkene medfører et for stort inngrep i naturen og vil ikke bygge flere.  Noen vil kun bygge vindmøller i natur som allerede er utbygget, for å sikre at uberørt natur ikke skades.  Noen mener kommunene bør bestemme dette. "
1a4d0017-5119-41ad-ab53-5b436987a30b,417,Staten bør grunnlovsfeste dyrs egenverdi,59,65,"Klima, natur og miljø",climate,"Ifølge dyrevelferdsloven har alle dyr iboende verdi, uavhengig av nytteverdien de har for mennesker, og rett til å utøve artstypiske behov. Sveits, India, Brasil, Slovenia, Tyskland, Luxembourg, Østerrike, Italia og Egypt har hensynet til dyr i sin grunnlov.  Noen mener at Norge bør gjøre det samme, og at dette vil føre til mer respekt for dyr, og styrke naturvernet. De peker på at dyreholdet i Norge står ovenfor store utfordringer.  Andre mener at dyrevelferden kan bli bedre, men at det ikke trenger å stå i grunnloven, og peker på at man kan styrke dyrs rettigheter på andre måter.  Andre mener dyrevelferden er godt nok ivaretatt i dagens lovverk og at dyrevelferden er god nok som den er i dag. "
2aa119ba-41ed-48e7-82b2-5b720122e900,418,Vern av verdifull natur bør stoppe viktige byggeprosjekter,60,65,"Klima, natur og miljø",climate,"Verden står i en naturkrise. Noen mener dette må bety mer vern og mindre nedbygging av norsk natur.  Andre mener at vern av natur skade næringsliv og infrastruktur, og at naturen noen ganger må vike for byggeprosjekter.  Andre igjen mener dette må bestemmes lokalt, uavhengig av naturen eller byggeprosjektene. "
24c8272e-2307-4a27-93e2-411a5858a945,419,Det bør bli forbudt å bygge ned myr,61,65,"Klima, natur og miljø",climate,"Å bygge ned myr betyr å bygge om eller endre på myren til fordel for boliger, veier eller gårdsdrift. I Norge er det ikke lov å bygge ned myr – med enkelte unntak. Noen mener det er riktig å forby nedbygging av myr fordi myren er viktig for naturmangfoldet, og fordi den lagrer tonnevis med klimagasser. Andre mener et slikt forbud vil være negativt for næringslivet og matproduksjonen, og at det er mulig å for eksempel dyrke i myr – uten at det bidrar med store utslipp."
9f25de8d-c2ec-4fd6-acc0-d0f86441af08,420,Undervisningen i nynorsk bør gjøres valgfri,62,66,Skole og utdanning,education,"Det er i dag obligatorisk undervisning i både bokmål og nynorsk for elever på ungdomsskolen og i videregående. For de fleste elever er bokmål hovedskriftspråk og nynorsk sidemål, men for noen er det motsatt. Noen mener elevene selv bør få velge om de ønsker å lære seg sidemål. Andre mener det er viktig at elever lærer begge målformene av hensyn til tradisjon og norsk kulturarv. "
8ba047b2-1dfe-41e3-a40b-609b35c780eb,421,Skolen bør være leksefri,63,66,Skole og utdanning,education,"I dag har man hjemmelekser.  Flere mener at skolen må legge til rette for at lekser skal gjøres i skoletiden, og ikke hjemme.  Andre mener hjemmelekser er et viktig læringsmiddel utenfor skoletid og vil beholde dem. "
19c25512-ebcc-4cbe-a630-81d97ec93bae,431,Russetiden bør legges til etter eksamen,64,66,Skole og utdanning,education,"I dag feires russetiden før eksamen.  Noen vil flytte eksamen fram slik at russetiden kan feires etter eksamen. De mener at dette vil gi elever får rom og tid til å fokusere på skolearbeidet.  Andre frykter at dette vil føre til at det blir mindre tid til læring før eksamen avholdes, og at russetiden fungerer fint slik den er i dag. "
c4f3f3e3-c379-4cfb-978b-1db0fb4ceee8,422,Det bør bli mindre testing og karakterer i skolen enn i dag,65,66,Skole og utdanning,education,"Noen mener karakterer og testing i skolen er viktig for å vurdere og måle elevenes fremgang.  Andre vil ha mindre av dette, fordi de mener det legger et unødvendig press på elevene og at andre løpende vurderingsformer er bedre.  Noen vil teste mindre, men beholde karakterene. "
31ba0b4c-ffe7-417a-bc1f-ef85065ce2f5,423,Det bør være hovedvekt på kristendom i religionsfag på skolen,66,66,Skole og utdanning,education,"I 2013 ble K-en i KRLE innført, og det ble også bestemt at om lag halvparten av faget skulle handle om kristendom. Før 2013 het det RLE. Noen mener undervisningen i kristendom bør likestilles med andre religioner.  Andre mener kristendommen er en viktig del av den norske kulturarven og bør prioriteres i religionsundervisningen."
ace32c8d-c41a-4fd0-aa89-e2a4884dc21a,424,Eksamen bør avskaffes i grunnskolen og videregående,67,66,Skole og utdanning,education,"I dag gjennomføres eksamen ved alle videregående skoler.  Noen partier mener skoleeksamen er gammeldags og urettferdig, og bør erstattes med andre vurderingsformer, for eksempel mappeeksamen.  Andre partier mener dagens eksamensordning er den beste måten å måle og sammenligne elevenes kunnskapsnivå, og vil beholde den."
f8447c6f-fc81-4d59-8667-584d24176714,425,Det bør bli flere privatskoler,68,66,Skole og utdanning,education,"Privatskoler er definisjonen på alle skoler som ikke er offentlige, og inkluderer blant annet toppidrettsgymnas, steinerskoler og kristne skoler. Privatskoler ble før kalt friskoler. I dag mottar privatskoler statsstøtte.  Noen mener det bør bli flere slike skoler fordi det bidrar til mangfold. Noen vil spesifikt ha flere privatskoler med visse typer linjer, for eksempel realfagslinje eller yrkesfagslinje. Noen er positive til privatskoler, uten at de mener det bør bli flere.  Andre vil ha færre privatskoler fordi de vil styrke den offentlige skolen. "
f098ad03-914d-4cb6-b4ba-f1711181e27b,426,Det bør være tilleggspoeng for realfag ved opptak til høyere utdanning,69,66,Skole og utdanning,education,"I dag kan man få tilleggspoeng for blant annet alder, realfag og kjønn ved opptak til høyere utdanning, men denne ordningen er planlagt avskaffet.  Noen mener det er riktig at det bør bli færre slike poeng fordi det vil føre til mer likestilling.  Noen mener nesten alle poengene bør fjernes, med unntak av tilleggspoengene for realfag.  Andre mener ordningen med tilleggspoeng er positiv uansett type poeng, fordi det gir folk fortjente fortrinn. "
50f4f9aa-d84c-42f4-aaa7-b500f9342e59,427,Norge bør ha krav om 4 i norsk og matte for å kunne bli lærer,70,66,Skole og utdanning,education,"Før krevde loven at man måtte ha 4 i matte for å starte på lærerutdanningen. Denne loven ble avviklet i 2022. I dag må man ha karakteren 3 i matte og norsk og minst 40 studiepoeng. Noen mener at firerkravet bør gjeninnføres fordi de mener at kunnskapen til lærere er for lav og at Norge mangler kvalifiserte lærere. (De mener imidlertid ikke at loven skal ha tilbakevirkende kraft dersom den innføres, som ville betydd at erfarne lærere som ikke hadde dette kravet ville vært pålagt å videreutdanne seg.) Noen mener firerkravet er unødvendig, og at denne utsilingen vil bety at man mister mange dyktige lærere. De mener at kravet fører til at færre blir lærere og at det er negativt fordi Norge allerede mangler lærere. "
3c7cbd69-6419-4550-82c2-df1e94d29fdc,428,Skolen bør undervise i kjønns- og seksualitetsmangfold i barneskolen,71,66,Skole og utdanning,education,"I dag underviser barneskolen i kjønns- og seksualitetsmangfold.  Noen tar til orde for at dette bør fjernes fra barneskoler fordi det det kan bidra til å forvirre elevene og gjøre dem usikre på eget kjønn.  Andre mener det er feil at slik undervisning bidrar til forvirring, og mener det er viktig og sunt at elevene får lære om mangfoldet som finnes. De mener dette bidrar til mer inkludering og mindre fremmedfrykt. "
600af7c4-7123-45c2-a510-7daf8a8d8bd9,429,6-åringer er for unge til å begynne på skolen,72,66,Skole og utdanning,education,"I dag begynner 5- og 6-åringer på barneskolen i 1. klasse.  Noen mener barn er for unge til å begynne på skolen når de er 5 og 6 år, og frykter at det kan bidra til skolevegring, dårligere mental helse- og utvikling. Noen vil erstatte førsteklasse med en form for aktivitetsskole, som fremmer lek.  Andre mener det er viktig at barn får lære å lese og regne så tidlig som mulig og synes dagens ordning er god. "
414bdfec-ac21-4a17-acdd-889812969ec0,430,Det bør aksepteres at skoler legges ned på grunn av lavt elevtall,73,66,Skole og utdanning,education,"Flere kommuner har lagt ned skoler av hensyn til dårlig kommuneøkonomi og lavt elevtall.  Noen mener det er en riktig prioritering å legge ned skoler, dersom det ikke er lønnsomt å fortsette driften. Noen peker på at det handler om at staten ikke gir kommunene nok midler.  Andre mener at skolene burde bestå og at man heller burde kutte andre utgifter. Andre igjen mener det er opp til hver kommune å bestemme. "
60b52fd0-ae65-48b1-bc55-62512a547de4,432,Skjermbruk i undervisningssammenheng bør begrenses,74,66,Skole og utdanning,education,"I dag bruker de fleste skoler nettbrett til læring i skolen.  Noen mener at skjermbruken i skolen har gått for langt og at det går utover elevers utvikling og helse. Noen tar til orde for flere trykte lærebøker i skolen.  Andre mener det ikke handler skjermen i seg selv, men at det heller handler om kvaliteten på innholdet, og at skjermen kan bidra til variasjon og tilpasning i opplæring. "
8932655f-6610-4ec8-950b-dc4cad52e85c,434,Norge bør utrede aktiv dødshjelp,75,67,Helse og omsorg,health,"I dag er aktiv dødshjelp ulovlig i Norge. I Europa har Nederland, Belgia og Luxembourg lover som tillater aktiv dødshjelp.  Noen vil at Norge skal gjøre aktiv dødshjelp lovlig av hensyn til selvbestemmelse og de som har mye smerter og har fått en dødsdom. Andre vil kun åpne for en utredning.  Andre mener dette bør forbli ulovlig, fordi de mener at staten ikke skal ta liv, og at dette vil føre til at samfunnet skal ende opp med å bestemme hvilke liv som er verdt å leve og ikke.  Noen mener det ikke bør bli lovlig før det er eksiterer et tilfredsstillende tilbud for personer som har de sykdommene som svekker livskvaliteten helt eller betraktelig. "
6f345341-9a65-46bc-abab-5f70f7f652a0,436,Staten bør betale mer av folks tannlegeregninger,76,67,Helse og omsorg,health,"I dag må de aller fleste i Norge betale for tannlegebesøk fra egen lomme, med unntak av barn og unge opp til 18 år. Noen vil at flere enn i dag skal få dekket tannlegeregninger. Noen vil at tannlegen skal bli helt gratis, og at man kun skal betale en mindre egenandel.  Andre igjen mener at dagens ordning fungerer godt som den er, og at vil være feil pengebruk å prioritere dette. "
48dc6de7-8288-43c1-8515-5d221b5e98b0,435,Det er greit å tjene penger på å drive sykehjem,77,67,Helse og omsorg,health,"I dag tilbyr både private og offentlige aktører omsorg på sykehjem i Norge.  Noen mener det ikke er greit at private aktører å tjener penger på slike tjenester. Noen frykter at disse tilbudene først og fremst ønsker å tjene penger på syke mennesker.  Andre mener det er viktig å la private aktører slippe til, og at konkurranse mellom tilbudene vil føre til et bedre tilbud for de syke. "
f914cbb0-6f4e-4ad3-8bdb-5d392f86a469,437,De med kjønnsinkongruens under 18 år bør få kjønnsbekreftende helsehjelp,78,67,Helse og omsorg,health,"Fra fylte 16 år kan man i dag få kjønnsbekreftende hormonell behandling. Etter minimum 1 år på hormoner kan man vurderes for kirurgisk behandling. Aldersgrense for å gjennomføre kirurgisk kjønnsbekreftende behandling er 18 år.  I dag er det mulig for noen barn og unge under 16 år å få pubertetsstoppende hormoner for å minimere uønsket pubertetsutvikling.   Noen mener man bør være myndig for å ta en slik avgjørelse.  Noen mener det bør være lov, men kun med samtykke fra foresatte.  Andre mener det er viktig at man får starte behandling ved fylte 16, fordi det er en psykisk påkjenning å måtte vente."
cd48448e-c50e-48a6-985c-4576db488f37,438,Reglene for salg av tobakk bør strammes inn,79,67,Helse og omsorg,health,"Noen partier mener det bør bli vanskeligere å kjøpe tobakk og snus, blant annet ved å forby tobakksalg på nett. De vil at den yngre generasjonen skal bli tobakksfri.  Andre mener salg av tobakk allerede er strengt nok regulert. "
405cdc16-5e4f-4968-8bcd-2ba1e9b56c10,439,Uassisterte hjemmefødsler bør forbys,80,67,Helse og omsorg,health,"Uassisterte hjemmefødsler er at man føder uten sertifisert helsepersonell til stede, som jordmor eller fødselslege.  Noen mener uassisterte hjemmefødsler bør forbys, av hensyn til helsen og sikkerheten til mor og barn.  Andre mener det bør være opp til en selv hvor og hvordan man ønsker å føde. Andre igjen mener at det ikke bør være ulovlig, men vil jobbe for at alle skal ønske å føde med helsepersonell til stede. "
629af27c-259e-4e4a-aedb-74ff2012e6bd,383,Eldreombudet bør gjenopprettes,81,67,Helse og omsorg,health,"Eldreombudet var et statlig drevet ombud for eldre, som eksisterte fra 2020 til 2023. Et ombud er en etat eller en person som skal sikre rettighetene og interessene for en gruppe mennesker, ved å kontrolle virksomhetene som har som oppgave å ivareta denne gruppen. I dag har vi for eksempel et barneombud.  Noen partier mener Eldreombudet var et viktig talerør og en vaktbikkje for de eldre, og at det bør bestå.  Andre mener at eldres rettigheter og interesser i tilstrekkelig grad er dekket av andre ombud og instanser. "
487c3374-3d0d-4135-ba90-0c30e212ab1c,433,Staten bør overta ansvaret for eldreomsorgen fra kommunene,82,67,Helse og omsorg,health,"I dag er det kommunen som har ansvaret for eldreomsorgen.  Noen mener at staten i større grad bør overta det økonomiske ansvaret for eldreomsorgen, med mål om et likere tilbud på tvers av kommuner.  Andre mener dette ikke er en god løsning og at kommunene selv vet best hvordan de skal sikre god eldreomsorg."
a03367a7-f675-4e56-a455-5ac32ed6810b,442,Det bør være gratis bind og tamponger på alle offentlige toaletter,83,67,Helse og omsorg,health,"Noen vil at sanitærprodukter skal være gratis og tilgjengelig på alle offentlige toaletter, for å minske stigmatisering og for å utjevne sosiale forskjeller.  Andre mener det ikke er riktig prioritering av penger, og at dersom folk ikke har råd til santiærprodukter kan man heller løse dette ved å sette ned skattene for folk. "
f3c04deb-33f7-4ea3-9ef1-de049991a88e,443,Norge bør gjeninnføre fritt behandlingsvalg,84,67,Helse og omsorg,health,"I dag kan man velge hvor man vil bli behandlet.  Ordningen kalt fritt behandlingsvalg ble imidlertid avviklet i 2022. Den innebar at staten betaler for at man kan benytte seg av enkelte private og ideelle tilbud innenfor spesialisthelsetjenesten. (Spesialisthelsetjenesten er den delen av helsevesenet som ikke er på kommunalt nivå. Det er i dag staten som har ansvar for spesialisthelsetjenesten.) Avviklingen betyr dermed at private aktører ikke lenger kan godkjennes av Helfo for å yte spesialisthelsetjenester mot betaling fra staten.  Noen er mot fritt behandlingsvalg fordi de vil satse på et sterkt offentlig helsevesen og heller vil støtte opp under disse tilbudene. Noen vil gjeninnføre ordningen fordi de mener at private og ideelle aktører bør få kunne tilby sine tjenester, og at folk skal slippe å betale så mye for dem.  Noen er kun for fritt behandlingsvalg for rus- og psykiske helsetjenester, men ikke for somatikken (fysisk helse.)"
11c76d93-4808-45da-848d-e3a88f2a1ec1,447,Politiet bør bære våpen til enhver tid,85,68,Lover og straff,law,"I vår vedtok Stortinget å innføre generell bevæpning av politiet, som betyr at politiet nå kan bære våpen til enhver tid. Før hadde Justisdepartementet mulighet til å gi politiet muligheten til å være våpen i en begrenset tidsperiode (midlertidig bevæpning) basert på en trusselvurdering knyttet til en spesiell situasjon eller tidsperiode.  Flertallet av Stortinget mener det var riktig å innføre generell bevæpning av politiet i Norge, altså at politiet bærer våpen hele tiden, uavhengig av situasjon eller trusselnivå. Andre var og er imot dette fordi de mener det kan bidra til en mistillit overfor politiet og mer utrygghet. Noen er imot midlertidig bevæpning, men mener at våpen bør bli lettere tilgjengelig for politiet enn i dag. "
b39a90d2-4c5b-415c-b5ec-8359e0703d50,448,Det er riktig å innføre en samtykkelov i Norge,86,68,Lover og straff,law,"Samtykke betyr å si ja, eller vise gjennom kroppsspråk eller lyder at man vil ha sex.  I dag er mangel samtykke ikke nok i seg selv til å bli dømt for voldtekt. I dagens lovverk må man aktivt si nei, vri seg vekk, gråte eller kjempe imot.  Flere mener dagens lov ikke er tilstrekkelig. De mener at man bør gi sitt eksplisitte samtykke for at det skal være lov, og at hvis man ikke gir samtykke bør det defineres som voldtekt. Både Sverige og Danmark har innført en slik lov, en såkalt \"
ecd4a5f0-e5c4-40a2-bfd0-18adfc06a95e,446,Skjenketider og alkoholsalg bør utvides,87,68,Lover og straff,law,"I dag er det statlige regler for skjenketider og alkoholsalg. Normaltid for salg av alkohol i butikk er lovlig fra 08.00 til 18.00 (senest 20:00) på hverdager. Skjenking av alkohol med lavere prosent er fra 09.00–01.00 på hverdager, og 09:00-02:00 på fredager og lørdager, og for høyere prosent fra 13:00- 01:00 (02:00 hvis fredag/lørdag.) Noen vil utvide skjenketidene og salget av alkohol.  Andre mener det er bra at Norge har en restriktiv alkoholpolitikk.   Andre igjen mener at kommunen skal få bestemme dette selv."
d339d8cf-f50d-4668-b809-b32ead11e5d5,444,Å ha brukerdoser av illegale rusmidler til eget bruk skal fortsatt straffes\n,88,68,Lover og straff,law,"I dag er det ulovlig å bruke eller ha på seg (besitte) illegale rusmidler.  Noen mener at bruk og besittelse av mindre mengder narkotika til eget bruk skal avkriminaliseres, og at man heller skal gi helsehjelp. De mener at det vil være vanskelig å skille mellom de som er tunge rusavhengige, de som selger og de som har brukerdoser til seg selv. De frykter at en kriminalisering av brukerdoser vil føre til at færre tørr å oppsøke helsehjelp, dersom de opplever at rusbruken setter liv og helse i fare.  Andre mener at selv om rusavhengige i større grad enn i dag bør få helsehjelp, bør alle mengder av ulovlige rusmidler fortsatt være straffbart. De mener at en avkriminalisering vil sette et godkjentstempel på rus, noe de mener vil føre til økt bruk og en normalisering av farlige rusmidler. "
5057d36b-46bf-4094-bdd9-2ae1d559933b,445,Den kriminelle lavalderen bør senkes til 14 år,89,68,Lover og straff,law,"I dag er den kriminelle lavalderen i Norge 15 år. Dersom du er yngre enn dette blir du ikke straffet i dag.  Noen mener at den bør senkes til 14 år for å sikre at man skal kunne straffe unge kriminelle. De mener at en slik lov vil være preventiv (forebyggende) ved at den skremmer folk fra å begå kriminalitet.  Andre mener dagens kriminelle lavalder er riktig og er kritiske til å senke den fordi de mener at yngre barn ikke bør kriminaliseres, men heller få hjelp.  Andre igjen mener denne grensen bør heves, slik at man må være et år eldre enn i dag, altså 16 år, for å bli straffedømt. "
d6bd13f0-4add-43fe-a0f1-1bac1b2a7b0e,449,Det er riktig å fjerne minstestraffen for voldtekt,90,68,Lover og straff,law,"Minstestraffen for voldtekt til samleie er på tre års fengsel. Det er foreslått å fjerne denne minstestraffen for å gi dommerne muligheten og friheten til å vurdere straffenivået i hver enkelt sak.  Tilhengerne av forslaget mener at minstestraffen begrenser domstolens mulighet til å ta hensyn til individuelle omstendigheter i saken. I et tilfelle hvor minstestraffen vurderes som for strengt kan dette føre til at det ender med at den kriminelle ikke blir dømt i det hele tatt, mener de.  Andre mener minstestraffen fra 2010 er riktig, og at den bidrar til at flere blir idømt strenge straffer for voldtekt til samleie. "
1fdd4bab-497f-4b04-89f2-59089f77f851,450,Maksstraffen i Norge bør økes,91,68,Lover og straff,law,"Norges strengeste straff i straffeloven er generelt 21 år med forvaring. Men for grov terrorisme kan det ilegges dom på 30 år.  Noen mener straffene i Norge bør bli strengere for vold overgrep og drap, fordi det trygger samfunnet mot de verste kriminelle.  Andre mener at 21 år med forvaring er en streng nok straff og at man kan oppnå de samme resultatene med denne straffen som med en høyere straff."
302a8fef-af05-4f59-b89a-3e684f9781d1,451,Sexkjøpsloven bør oppheves,92,68,Lover og straff,law,"Det ble i 2009 innført forbud mot kjøp av seksuelle tjenester. Det er lov å selge seksuelle tjenester, men ulovlig å kjøpe dem.  Noen mener denne loven bør oppheves og peker på flere problemer med den. De mener blant annet at den skader personer som selger sex, ved at markedet er uregulert og farlig. Amnesty har i flere rapporter pekt på hvordan norsk lov er farlig for personer som selger sex, og at loven bryter med menneskerettighetene.  Andre mener det er viktig å ha et forbud i Norge for å beskytte sexarbeidere mot folk som vil kjøpe sex. De mener at å oppheve forbudet vil bety at man tilrettelegger for mer sexkjøp. De peker også på at loven virker, ved å viser til at sexkjøp har gått ned siden loven ble innført. "
380555c7-5989-4231-9d5f-80833e4b58a4,452,Det bør åpnes for flere søndagsåpne butikker,93,68,Lover og straff,law,"Butikker skal i utgangspunktet holde stengt på søndager, ifølge norsk lov. Det finnes likevel unntak som kiosker og små dagligvarebutikker.  Noen mener flere burde få holde åpent på søndager, blant annet fordi man mener det er positivt for næringslivet.  Andre mener det er viktig å ikke utvide reglene, av hensyn til butikkansatte."
8fa10927-a38e-4a85-8ac4-826b43ad6d34,453,Cannabis bør selges på polet,94,68,Lover og straff,law,"I dag er cannabis ulovlig i Norge.  Noen mener det bør være statlig kjøp og salg av cannabis på Vinmonopolet, og at salg i ordnede former vil føre til mindre kriminalitet, mer trygghet og mindre farlig ulovlig omsetning.  Andre mener det er viktig at cannabis forblir forbudt, og at statlig omsetning er et farlig og skadelig forslag."
a95e753f-e79d-442c-8a9a-20cfe5a4293d,454,Det bør etableres lukka institusjoner for barn under 15 som begår alvorlig kriminalitet,95,68,Lover og straff,law,"Barn og unge som begår gjentatt og grov kriminalitet blir i dag håndtert av barnevernet.  Noen vil etablere et institusjonstilbud som skal være landsdekkende og som skal ligne barnevernet, men ha låst dør.  Noen mener det bør etableres andre alternativer, slik som Nasjonale Trygghetshus, som skal fungere som et bo- og rehabiliteringstilbud for disse barna."
16e52deb-a78b-4df0-824e-87829896f770,440,Norge bør innføre en tredje kjønnskategori,96,68,Lover og straff,law,"I Norge har vi to juridiske kjønnskategorier, mann og kvinne.  Noen vil at Norge skal innføre en tredje juridisk kjønnskategori, for å sikre at ikke-binære og transpersoner kan velge sitt foretrukne juridiske kjønn.  Andre mener det kun skal finnes to kjønn etter norsk lov, og vil beholde loven slik det er i dag. "
5d3d9979-4728-4a4d-a85e-8ac2e689a35e,456,Man bør åpne for å sette fotlenke på barn under 15 år,97,68,Lover og straff,law,"Noen mener at det er nødvendig å vurdere elektronisk kontroll på barn og unge under 15 år som begår alvorlig kriminalitet, for å hindre rømming og gjentakelsesfare.  Andre mener det er for strengt, at det er et viktig prinsipp at barn og unge ikke skal straffes. "
